ensembl_gene_id	biomarkerset	external_gene_name	description
ENSG00000163872	DLBCLvsCtrl	YEATS2	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]
ENSG00000163938	DLBCLvsCtrl	GNL3	G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]
ENSG00000163960	DLBCLvsCtrl	UBXN7	UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]
ENSG00000164096	DLBCLvsCtrl	C4orf3	chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
ENSG00000164134	DLBCLvsCtrl	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]
ENSG00000164300	DLBCLvsCtrl	SERINC5	serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]
ENSG00000164323	DLBCLvsCtrl	CFAP97	cilia and flagella associated protein 97 [Source:HGNC Symbol;Acc:HGNC:29276]
ENSG00000164329	DLBCLvsCtrl	PAPD4	poly(A) RNA polymerase D4, non-canonical [Source:HGNC Symbol;Acc:HGNC:26776]
ENSG00000164574	DLBCLvsCtrl	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]
ENSG00000164715	DLBCLvsCtrl	LMTK2	lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]
ENSG00000164808	DLBCLvsCtrl	SPIDR	scaffolding protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]
ENSG00000164823	DLBCLvsCtrl	OSGIN2	oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355]
ENSG00000164828	DLBCLvsCtrl	SUN1	Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]
ENSG00000165119	DLBCLvsCtrl	HNRNPK	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]
ENSG00000165516	DLBCLvsCtrl	KLHDC2	kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]
ENSG00000165704	DLBCLvsCtrl	HPRT1	hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]
ENSG00000165732	DLBCLvsCtrl	DDX21	DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]
ENSG00000166128	DLBCLvsCtrl	RAB8B	RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]
ENSG00000166167	DLBCLvsCtrl	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]
ENSG00000166477	DLBCLvsCtrl	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]
ENSG00000166734	DLBCLvsCtrl	CASC4	cancer susceptibility 4 [Source:HGNC Symbol;Acc:HGNC:24892]
ENSG00000167110	DLBCLvsCtrl	GOLGA2	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]
ENSG00000168116	DLBCLvsCtrl	KIAA1586	KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]
ENSG00000168234	DLBCLvsCtrl	TTC39C	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]
ENSG00000168300	DLBCLvsCtrl	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]
ENSG00000168303	DLBCLvsCtrl	MPLKIP	M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002]
ENSG00000168397	DLBCLvsCtrl	ATG4B	autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]
ENSG00000170027	DLBCLvsCtrl	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]
ENSG00000170759	DLBCLvsCtrl	KIF5B	kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]
ENSG00000171634	DLBCLvsCtrl	BPTF	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]
ENSG00000171791	DLBCLvsCtrl	BCL2	BCL2, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]
ENSG00000172164	DLBCLvsCtrl	SNTB1	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]
ENSG00000172340	DLBCLvsCtrl	SUCLG2	succinate-CoA ligase GDP-forming beta subunit [Source:HGNC Symbol;Acc:HGNC:11450]
ENSG00000172889	DLBCLvsCtrl	EGFL7	EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]
ENSG00000173041	DLBCLvsCtrl	ZNF680	zinc finger protein 680 [Source:HGNC Symbol;Acc:HGNC:26897]
ENSG00000173064	DLBCLvsCtrl	HECTD4	HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]
ENSG00000173230	DLBCLvsCtrl	GOLGB1	golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]
ENSG00000173473	DLBCLvsCtrl	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
ENSG00000173674	DLBCLvsCtrl	EIF1AX	eukaryotic translation initiation factor 1A, X-linked [Source:HGNC Symbol;Acc:HGNC:3250]
ENSG00000173846	DLBCLvsCtrl	PLK3	polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
ENSG00000173889	DLBCLvsCtrl	PHC3	polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]
ENSG00000174485	DLBCLvsCtrl	DENND4A	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
ENSG00000174500	DLBCLvsCtrl	GCSAM	germinal center associated signaling and motility [Source:HGNC Symbol;Acc:HGNC:20253]
ENSG00000177200	DLBCLvsCtrl	CHD9	chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
ENSG00000178567	DLBCLvsCtrl	EPM2AIP1	EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]
ENSG00000178971	DLBCLvsCtrl	CTC1	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]
ENSG00000179889	DLBCLvsCtrl	PDXDC1	pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]
ENSG00000179933	DLBCLvsCtrl	C14orf119	chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:HGNC:20270]
ENSG00000180263	DLBCLvsCtrl	FGD6	FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]
ENSG00000180448	DLBCLvsCtrl	ARHGAP45	Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]
ENSG00000181409	DLBCLvsCtrl	AATK	apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]
ENSG00000181827	DLBCLvsCtrl	RFX7	regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]
ENSG00000182179	DLBCLvsCtrl	UBA7	ubiquitin like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471]
ENSG00000182481	DLBCLvsCtrl	KPNA2	karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]
ENSG00000182718	DLBCLvsCtrl	ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]
ENSG00000183283	DLBCLvsCtrl	DAZAP2	DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]
ENSG00000184677	DLBCLvsCtrl	ZBTB40	zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]
ENSG00000184743	DLBCLvsCtrl	ATL3	atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]
ENSG00000184863	DLBCLvsCtrl	RBM33	RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]
ENSG00000185298	DLBCLvsCtrl	CCDC137	coiled-coil domain containing 137 [Source:HGNC Symbol;Acc:HGNC:33451]
ENSG00000185324	DLBCLvsCtrl	CDK10	cyclin dependent kinase 10 [Source:HGNC Symbol;Acc:HGNC:1770]
ENSG00000186001	DLBCLvsCtrl	LRCH3	leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]
ENSG00000186265	DLBCLvsCtrl	BTLA	B and T lymphocyte associated [Source:HGNC Symbol;Acc:HGNC:21087]
ENSG00000186716	DLBCLvsCtrl	BCR	BCR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:1014]
ENSG00000186815	DLBCLvsCtrl	TPCN1	two pore segment channel 1 [Source:HGNC Symbol;Acc:HGNC:18182]
ENSG00000196544	DLBCLvsCtrl	BORCS6	BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]
ENSG00000196604	DLBCLvsCtrl	POTEF	POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]
ENSG00000196792	DLBCLvsCtrl	STRN3	striatin 3 [Source:HGNC Symbol;Acc:HGNC:15720]
ENSG00000196834	DLBCLvsCtrl	POTEI	POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]
ENSG00000196839	DLBCLvsCtrl	ADA	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]
ENSG00000197183	DLBCLvsCtrl	NOL4L	nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106]
ENSG00000197226	DLBCLvsCtrl	TBC1D9B	TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]
ENSG00000197321	DLBCLvsCtrl	SVIL	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]
ENSG00000197860	DLBCLvsCtrl	SGTB	small glutamine rich tetratricopeptide repeat containing beta [Source:HGNC Symbol;Acc:HGNC:23567]
ENSG00000198157	DLBCLvsCtrl	HMGN5	high mobility group nucleosome binding domain 5 [Source:HGNC Symbol;Acc:HGNC:8013]
ENSG00000198380	DLBCLvsCtrl	GFPT1	glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]
ENSG00000198408	DLBCLvsCtrl	MGEA5	meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:HGNC:7056]
ENSG00000198707	DLBCLvsCtrl	CEP290	centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021]
ENSG00000198900	DLBCLvsCtrl	TOP1	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]
ENSG00000204103	DLBCLvsCtrl	MAFB	MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]
ENSG00000205339	DLBCLvsCtrl	IPO7	importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]
ENSG00000213079	DLBCLvsCtrl	SCAF8	SR-related CTD associated factor 8 [Source:HGNC Symbol;Acc:HGNC:20959]
ENSG00000216937	DLBCLvsCtrl	CCDC7	coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]
ENSG00000255302	DLBCLvsCtrl	EID1	EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]
ENSG00000256222	DLBCLvsCtrl	MTRNR2L3	MT-RNR2-like 3 [Source:HGNC Symbol;Acc:HGNC:37157]
ENSG00000256269	DLBCLvsCtrl	HMBS	hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]
ENSG00000256618	DLBCLvsCtrl	MTRNR2L1	MT-RNR2-like 1 [Source:HGNC Symbol;Acc:HGNC:37155]
ENSG00000269028	DLBCLvsCtrl	MTRNR2L12	MT-RNR2-like 12 [Source:HGNC Symbol;Acc:HGNC:37169]
ENSG00000269404	DLBCLvsCtrl	SPIB	Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]
ENSG00000274290	DLBCLvsCtrl	HIST1H2BE	histone cluster 1 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4753]
ENSG00000001461	PMBCLvsCtrl	NIPAL3	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]
ENSG00000001629	PMBCLvsCtrl	ANKIB1	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]
ENSG00000003756	PMBCLvsCtrl	RBM5	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]
ENSG00000004487	PMBCLvsCtrl	KDM1A	lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
ENSG00000004534	PMBCLvsCtrl	RBM6	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]
ENSG00000004864	PMBCLvsCtrl	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]
ENSG00000004897	PMBCLvsCtrl	CDC27	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]
ENSG00000005020	PMBCLvsCtrl	SKAP2	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]
ENSG00000005483	PMBCLvsCtrl	KMT2E	lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]
ENSG00000006459	PMBCLvsCtrl	KDM7A	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]
ENSG00000006530	PMBCLvsCtrl	AGK	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
ENSG00000006638	PMBCLvsCtrl	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]
ENSG00000006715	PMBCLvsCtrl	VPS41	VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]
ENSG00000006831	PMBCLvsCtrl	ADIPOR2	adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]
ENSG00000007372	PMBCLvsCtrl	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]
ENSG00000007944	PMBCLvsCtrl	MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]
ENSG00000009307	PMBCLvsCtrl	CSDE1	cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]
ENSG00000010017	PMBCLvsCtrl	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]
ENSG00000010244	PMBCLvsCtrl	ZNF207	zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]
ENSG00000010404	PMBCLvsCtrl	IDS	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]
ENSG00000010671	PMBCLvsCtrl	BTK	Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]
ENSG00000011105	PMBCLvsCtrl	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]
ENSG00000011275	PMBCLvsCtrl	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]
ENSG00000011523	PMBCLvsCtrl	CEP68	centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]
ENSG00000012660	PMBCLvsCtrl	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
ENSG00000014216	PMBCLvsCtrl	CAPN1	calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]
ENSG00000014914	PMBCLvsCtrl	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]
ENSG00000023191	PMBCLvsCtrl	RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]
ENSG00000023330	PMBCLvsCtrl	ALAS1	5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]
ENSG00000023902	PMBCLvsCtrl	PLEKHO1	pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]
ENSG00000026297	PMBCLvsCtrl	RNASET2	ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]
ENSG00000026508	PMBCLvsCtrl	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
ENSG00000029534	PMBCLvsCtrl	ANK1	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]
ENSG00000031003	PMBCLvsCtrl	FAM13B	family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]
ENSG00000034152	PMBCLvsCtrl	MAP2K3	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]
ENSG00000034510	PMBCLvsCtrl	TMSB10	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]
ENSG00000043093	PMBCLvsCtrl	DCUN1D1	defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]
ENSG00000044459	PMBCLvsCtrl	CNTLN	centlein [Source:HGNC Symbol;Acc:HGNC:23432]
ENSG00000044574	PMBCLvsCtrl	HSPA5	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]
ENSG00000048052	PMBCLvsCtrl	HDAC9	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]
ENSG00000048649	PMBCLvsCtrl	RSF1	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
ENSG00000048740	PMBCLvsCtrl	CELF2	CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]
ENSG00000048828	PMBCLvsCtrl	FAM120A	family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]
ENSG00000048991	PMBCLvsCtrl	R3HDM1	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]
ENSG00000051341	PMBCLvsCtrl	POLQ	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]
ENSG00000053371	PMBCLvsCtrl	AKR7A2	aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]
ENSG00000053372	PMBCLvsCtrl	MRTO4	MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]
ENSG00000054267	PMBCLvsCtrl	ARID4B	AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]
ENSG00000055950	PMBCLvsCtrl	MRPL43	mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]
ENSG00000056097	PMBCLvsCtrl	ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]
ENSG00000057294	PMBCLvsCtrl	PKP2	plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]
ENSG00000057608	PMBCLvsCtrl	GDI2	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]
ENSG00000058063	PMBCLvsCtrl	ATP11B	ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]
ENSG00000058272	PMBCLvsCtrl	PPP1R12A	protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]
ENSG00000058453	PMBCLvsCtrl	CROCC	ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]
ENSG00000058600	PMBCLvsCtrl	POLR3E	RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]
ENSG00000060069	PMBCLvsCtrl	CTDP1	CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]
ENSG00000060339	PMBCLvsCtrl	CCAR1	cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]
ENSG00000062650	PMBCLvsCtrl	WAPL	WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]
ENSG00000063046	PMBCLvsCtrl	EIF4B	eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]
ENSG00000064012	PMBCLvsCtrl	CASP8	caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]
ENSG00000064201	PMBCLvsCtrl	TSPAN32	tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]
ENSG00000065135	PMBCLvsCtrl	GNAI3	G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]
ENSG00000065491	PMBCLvsCtrl	TBC1D22B	TBC1 domain family member 22B [Source:HGNC Symbol;Acc:HGNC:21602]
ENSG00000065613	PMBCLvsCtrl	SLK	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]
ENSG00000065923	PMBCLvsCtrl	SLC9A7	solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123]
ENSG00000066777	PMBCLvsCtrl	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]
ENSG00000067057	PMBCLvsCtrl	PFKP	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]
ENSG00000067167	PMBCLvsCtrl	TRAM1	translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]
ENSG00000067900	PMBCLvsCtrl	ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]
ENSG00000068308	PMBCLvsCtrl	OTUD5	OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]
ENSG00000068323	PMBCLvsCtrl	TFE3	transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]
ENSG00000068831	PMBCLvsCtrl	RASGRP2	RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]
ENSG00000069275	PMBCLvsCtrl	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
ENSG00000069399	PMBCLvsCtrl	BCL3	B cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:HGNC:998]
ENSG00000069966	PMBCLvsCtrl	GNB5	G protein subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:4401]
ENSG00000070061	PMBCLvsCtrl	ELP1	elongator complex protein 1 [Source:HGNC Symbol;Acc:HGNC:5959]
ENSG00000070182	PMBCLvsCtrl	SPTB	spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]
ENSG00000070367	PMBCLvsCtrl	EXOC5	exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]
ENSG00000070413	PMBCLvsCtrl	DGCR2	DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]
ENSG00000070495	PMBCLvsCtrl	JMJD6	arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]
ENSG00000070614	PMBCLvsCtrl	NDST1	N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680]
ENSG00000070886	PMBCLvsCtrl	EPHA8	EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]
ENSG00000071859	PMBCLvsCtrl	FAM50A	family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786]
ENSG00000072110	PMBCLvsCtrl	ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
ENSG00000072274	PMBCLvsCtrl	TFRC	transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]
ENSG00000072501	PMBCLvsCtrl	SMC1A	structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]
ENSG00000072736	PMBCLvsCtrl	NFATC3	nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]
ENSG00000072803	PMBCLvsCtrl	FBXW11	F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607]
ENSG00000073464	PMBCLvsCtrl	CLCN4	chloride voltage-gated channel 4 [Source:HGNC Symbol;Acc:HGNC:2022]
ENSG00000073849	PMBCLvsCtrl	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]
ENSG00000073921	PMBCLvsCtrl	PICALM	phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:HGNC:15514]
ENSG00000074201	PMBCLvsCtrl	CLNS1A	chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]
ENSG00000074276	PMBCLvsCtrl	CDHR2	cadherin related family member 2 [Source:HGNC Symbol;Acc:HGNC:18231]
ENSG00000074319	PMBCLvsCtrl	TSG101	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]
ENSG00000074370	PMBCLvsCtrl	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]
ENSG00000074755	PMBCLvsCtrl	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29027]
ENSG00000075785	PMBCLvsCtrl	RAB7A	RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]
ENSG00000075884	PMBCLvsCtrl	ARHGAP15	Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]
ENSG00000076944	PMBCLvsCtrl	STXBP2	syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
ENSG00000077044	PMBCLvsCtrl	DGKD	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]
ENSG00000077150	PMBCLvsCtrl	NFKB2	nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]
ENSG00000077380	PMBCLvsCtrl	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]
ENSG00000077454	PMBCLvsCtrl	LRCH4	leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691]
ENSG00000077549	PMBCLvsCtrl	CAPZB	capping actin protein of muscle Z-line beta subunit [Source:HGNC Symbol;Acc:HGNC:1491]
ENSG00000077713	PMBCLvsCtrl	SLC25A43	solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557]
ENSG00000077984	PMBCLvsCtrl	CST7	cystatin F [Source:HGNC Symbol;Acc:HGNC:2479]
ENSG00000078018	PMBCLvsCtrl	MAP2	microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]
ENSG00000078142	PMBCLvsCtrl	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]
ENSG00000078269	PMBCLvsCtrl	SYNJ2	synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]
ENSG00000078674	PMBCLvsCtrl	PCM1	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]
ENSG00000078747	PMBCLvsCtrl	ITCH	itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890]
ENSG00000079277	PMBCLvsCtrl	MKNK1	MAP kinase interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]
ENSG00000080371	PMBCLvsCtrl	RAB21	RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]
ENSG00000080573	PMBCLvsCtrl	COL5A3	collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864]
ENSG00000080822	PMBCLvsCtrl	CLDND1	claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]
ENSG00000080824	PMBCLvsCtrl	HSP90AA1	heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]
